DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
0ughj83vh6jf,1,zarate-bravoSupportingMedicationAdherence2020,Supporting the Medication Adherence of Older Mexican Adults Through External Cues Provided With Ambient Displays: Feasibility Randomized Controlled Trial,"Zárate-Bravo, Ernesto and García-Vázquez, Juan-Pablo and Torres-Cervantes, Engracia and Ponce, Gisela and Andrade, Ángel G and Valenzuela-Beltrán, Maribel and Rodríguez, Marcela D",2020,,,0,Medication Ambient Display (MAD),A tablet-based portrait frame display showing a virtual birdcage with a growing parakeet plus auditory/visual reminders to support older adults' medication adherence,YES,ADAIS,"EVAL,USECASE,PROTOTYPE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE,NOTIFICATION,ASSISTED_LIVING,AID_IN_ACTIVITY",HEALTH,"MEDICAL,HOME",,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,AUDIO",FAMILY,MEDIUM,"SCREEN,SPEAKER",FAMILIAR,YES,16,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,QUESTIONNAIRE",[NA],"SUBJECTIVE,OBJECTIVE",MEMORY_OTHER,"PUSH,PULL,PRESENCE","CAMOUFLAGE,PERIPHERAL_PLACEMENT",NO,NA,NO,,,
0vpmao56o4dh,1,visserDesigningSupportSocial2011,Designing to Support Social Connectedness: The Case of SnowGlobe,"Visser, Thomas and Vastenburg, Martijn and V. Keyson, David",2011,,47,4.9,Cocoon,"Grandchildren/parent. If both are in their own kitchens, they would hear sounds associated with the other person.",,,,INCREASE_AWARENESS,"SOCIAL,HEALTH","HOME,MEDICAL",,,,,,,,,,,,,,,,YES,,,IN_SITU,,,"INTERVIEW,QUESTIONNAIRE",,,,,,,,,,,
0vv4qobtjbaq,1,jacquetAmbientAssistedLiving2013,An Ambient Assisted Living Framework with Automatic Self-Diagnosis,"Jacquet, C and Mohamed, A and Bellik, Y",2013,,13,1.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0wghihp27pb,1,yoonAmbientDisplayPicture2013,Ambient Display: Picture Navigation Based on User Movement,"Yoon, Yeojin",2007,,,0,Ambient Display: Picture Navigation Based on User Movement,Picture-frame display that recognises a user via RFID and measures distance via ultrasonic sensors to navigate 3D photo spaces based on user movement,YES,ADAIS,"PROTOTYPE,DEV,USECASE","INCREASE_AWARENESS,NOTIFICATION","SOCIAL,SAFETY",HOME,,,,,,,,,USER,MAKE_AWARE,VISUAL,FAMILY,HIGH,"SCREEN,LED",FAMILIAR,NO,,,,,,,,,NONE,"PRESENCE,PUSH",AUGMENTATION,YES,NOISE,NOT_MENTIONED,,,
0ww461hxop5m,1,incelMultimodalWirelessSensor2010,Multi-Modal Wireless Sensor Networks for Ambient Assisted Living,"Incel, OD and Alemdar, HO and Ersoy, C",2010,,1,0.1,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xgwqjqponsf,1,deyAwarenessConnectednessDesign2006,From Awareness to Connectedness: The Design and Deployment of Presence Displays,"Dey, Anind K and Guzman, Edward S De",2006,,154,10.6,PictureFrame,,,,,INCREASE_AWARENESS,SOCIAL,HOME,,,,,,,,,,,,FAMILY,,,,YES,,,,,,,,,,,,,,,,,
0zc6qbb119p,1,hazlewoodAmbientInformationSystems2008,Ambient Information Systems,"Hazlewood, WR and Coyle, L and Pousman, Z and Lim, YK",2008,,4,0.3,,,,ADAIS,,,,,,,,,,,,,,,[NA],,,,,,,,,,,,,,,,,,,,,,
0zg74bzaip8o,1,casidduAmbientAssistedLiving2019,Ambient Assisted Living: Italian Forum 2017,"Casiddu, N and Porfirione, C and Monteriù, A and Cavallo, F",2019,,,0,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0zomdkdqcv9i,1,anwarhossainSmartMirrorAmbient2007,Smart Mirror for Ambient Home Environment,"Anwar Hossain, M. and Atrey, P.K. and El Saddik, A.",2007,,44,3.3,,,,,,,,HOME,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
0zpesn5at4x,1,borojeniAssistingDriversAmbient2016,Assisting Drivers with Ambient Take-Over Requests in Highly Automated Driving,"Borojeni, Shadan Sadeghian and Chuang, Lewis and Heuten, Wilko and Boll, Susanne",2016,,76,16.9,Untitled,,,,,,,,,,,,,,,,,,"VISUAL,AUDIO",,,,,YES,,,,,,"INTERVIEW,QUESTIONNAIRE",,,,,,,,,,,
101idt8a5rn8,1,schlossAmbientMediaPublic2008,Ambient Media in Public Spaces,"Schloss, W Andrew and Stammen, Dale",2008,,5,0.4,Bodywaves,A fiber-optic woven rocking chair where the user's rocking motion drives the periodicity and intensity of ocean wave sounds and light.,YES,ADAIS,"PROTOTYPE,USECASE,ISSUES",OTHER,ENVIRONMENT,"URBAN,SOCIAL",,,,,,,,,USER,,"VISUAL,AUDIO",PUBLIC,MEDIUM,"SPEAKER,LED","ART,FAMILIAR",NO,,,,,,,,,NONE,PRESENCE,CAMOUFLAGE,YES,NONE,NOT_MENTIONED,,,
103spsy237,1,murphy-hillInteractiveAmbientVisualizations2013,Interactive Ambient Visualizations for Soft Advice,"Murphy-Hill, Emerson and Barik, Titus and Black, Andrew P.",2013,,8,1.1,,,,,,,,HOME,,,,,,,,,,,VISUAL,,,,,NO,,,,,,,,,,,,,,,,,
10kmygs1dq8,1,tomitschTaxonomyAmbientInformation2007,Towards a Taxonomy for Ambient Information Systems.,"Tomitsch, Martin and Kappel, Karin and Lehner, Andreas and Grechenig, Thomas",2007,,70,5.2,Towards a Taxonomy for Ambient Information Systems,A taxonomy of nine design dimensions for categorizing and designing ambient information systems.,NO,ADAIS,DEFTAX,UNSTATED,OTHER,OTHER,,,,,,,,,,,[NA],,,,,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
10mnmwd4dfgn,1,nguyenAutomatedDetectionHands2018,"Automated Detection of Hands and Objects in Egocentric Videos, for Ambient Assisted Living Applications","Nguyen, Thi Hoa Cuc and Nebel, Jean-Christophe and Hunter, Gordon and Florez-Revuelta, Francisco",2018,,1,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10wsqztty0df,1,costaMobileVirtualButler2014,A Mobile Virtual Butler to Bridge the Gap between Users and Ambient Assisted Living: A Smart Home Case Study,"Costa, N and Domingues, P and Fdez-Riverola, F and Pereira, A",2014,,18,2.8,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110r06s3y2vp,1,ghayvatWellnessProtocolSmart2017,Wellness Protocol for Smart Homes: An Integrated Framework for Ambient Assisted Living,"Ghayvat, H and Mukhopadhyay, SC",2017,,5,1.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11usu2sg0ler,1,dangelantonioAmbientAssistedLiving2013,Is Ambient Assisted Living the Panacea for Ageing Population?,"d'Angelantonio, M and Oates, J",2013,,7,0.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11y2kbn0ne7c,1,alaviFlagAmbientAwareness2010,Flag: An Ambient Awareness Tool to Support Informal Collaborative Learning,"Alavi, Hamed S and Dillenbourg, Pierre",2010,,1,0.1,Flag,Interactive box on work tables with a column of colored LEDs and ceiling projection showing students' presence and academic status in a learning center,YES,ADAIS,"PROTOTYPE,USECASE",INCREASE_AWARENESS,"SOCIAL,EVENTS",EDUCATION,,,,,,,,,USER,USER_POLL,VISUAL,PUBLIC,MEDIUM,"LED,PROJECTION,SCREEN",ARTIFICIAL,NO,,,,,,,,,NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
1235cd91z7ok,1,salvadorGestureBasedPersuasive2012,Gesture Based Persuasive Interfaces for Public Ambient Displays,"Salvador, RMS",2012,,2,0.2,,,,ADAIS,PROTOTYPE,,,,,,,,,,,,,,VISUAL,,,,,,,,,,,,,,,,,,,,,,
135ixq7nn55l,1,oliveiraGeneratingBayesianNetwork2017,Generating Bayesian Network Structures for Self-Diagnosis of Sensor Networks in the Context of Ambient Assisted Living for Aging Well,"Oliveira, Camila Helena Souza and Giroux, Sylvain and Ngankam, Hubert and Pigot, Hélène",2017,,3,0.9,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13ka8icimw8,1,abtoyNovelReferenceModel2018,A Novel Reference Model for Ambient Assisted Living Systems' Architectures,"murabet Amina, El and Anouar, Abtoy and Abdellah, Touhafi and Abderahim, Tahiri",2020,,,0,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13o76tzkubj,1,shenIntrusiveNonintrusiveEvaluation2007,Intrusive and Non-Intrusive Evaluation of Ambient Displays.,"Shen, Xiaobin and Eades, Peter and Hong, Seok-Hee and Moere, Andrew Vande",2007,,16,1.2,Fisherman,"A landscape scene display showing website statistics via fog level, number of trees and boat position",YES,ADAIS,EVAL,INCREASE_AWARENESS,OTHER,WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,"VISUAL,POS",PUBLIC,MEDIUM,SCREEN,ART,YES,,MONTHS,IN_SITU,USERS,PROTOTYPE,"HEURISTIC_EVALUATION,INTERVIEW,QUESTIONNAIRE",[NA],SUBJECTIVE,NONE,PRESENCE,CAMOUFLAGE,YES,NONE,NOT_MENTIONED,,,
13pwmruvpp2,1,middletonPursuitFlowDesign2012,The Pursuit of Flow in the Design of Rehabilitation Systems for Ambient Assisted Living: A Review of Current Knowledge,"Middleton, AM and Ward, TE",2012,,4,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13wx1e1ga8gl,1,hollosiAcousticApplicationsTechnologies2011,Acoustic Applications and Technologies for Ambient Assisted Living Scenarios,"Hollosi, D and Goetze, S and Appell, J",2011,,5,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401gfwm6f1,1,arreolaCheckingCheckingDesigning2014,From Checking on to Checking in: Designing for Low Socio-Economic Status Older Adults,"Arreola, Ingrid and Morris, Zan and Francisco, Matthew and Connelly, Kay and Caine, Kelly and White, Ginger",2014,,29,4.5,Check-In Tree,A wooden tree holding 8 picture frames with LEDs that pulse until a peer presses a button to check in for the day,YES,ADAIS,"PROTOTYPE,USECASE","INCREASE_AWARENESS,ASSISTED_LIVING",HEALTH,"MEDICAL,HOME",,,,,,,,,USER,MAKE_AWARE,VISUAL,HOUSEHOLD,MEDIUM,LED,FAMILIAR,YES,3,HOURS,IN_PRESENTATION,USERS,PROTOTYPE,COMMENTS,[NA],[NA],NONE,PRESENCE,CAMOUFLAGE,YES,"SAFETY,FABRICATION",NOT_MENTIONED,,,
14fmzg1k6gm,1,hoofAmbientAssistedLiving2011,Ambient Assisted Living and Care in The Netherlands: The Voice of the User,"Hoof, J Van and Wouters, EJM and Marston, HR",2011,,15,1.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14hr2bax94e,1,corstenInstantUserInterfaces2013,Instant User Interfaces: Repurposing Everyday Objects As Input Devices,"Corsten, Christian and Avellino, Ignacio and Möllers, Max and Borchers, Jan",2013,,32,4.3,,,,"UI,TUI",PROTOTYPE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
14urbgrwdleh,1,diasLivingLabsApproach2015,A Living Labs Approach for Usability Testing of Ambient Assisted Living Technologies,"Dias, Miguel Sales and Vilar, Elisângela and Sousa, Filipe and Vasconcelos, Ana and Pinto, Fernando Miguel and Saldanha, Nuno and Eloy, Sara",2015,,5,0.9,,,,,PROTOTYPE,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14xno6i8t5p,1,koelemeijerDesignEvaluationAmbient2016,The Design and Evaluation of Ambient Displays in a Hospital Environment,"Koelemeijer, D",2016,,,0,Shape-changing ambient display for hospital patient monitoring,Shape-changing interface that embodies patients' vital signs and allows gesture-based access to deeper clinical data on a PDA,YES,ADAIS,"PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,AID_IN_ACTIVITY",HEALTH,MEDICAL,,,,,,,,,CONTINUOUS,MAKE_AWARE,"SHAPE,VISUAL",GROUP,MEDIUM,MOTOR,ART,YES,,HOURS,"IN_SITU,IN_LAB","USERS,EXPERTS",PROTOTYPE,"INTERVIEW,COMMENTS,OBSERVATION,TASK_PERFORMANCE",DUAL_TASK,[NA],PERIPHERAL_ATTENTION,"PRESENCE,PULL","PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,NONE,NOT_MENTIONED,,,
15vic4cf7h6,1,morris2005social,Social Networks as Health Feedback Displays,"Morris, Margaret E",2005,,95,6.1,The solar model of social activity,Screen-based solar system display showing the elder at the center as the sun with friends and family as orbiting planets whose proximity reflects interaction levels,YES,ADAIS,"PROTOTYPE,USECASE,CONCEPT",INCREASE_AWARENESS,"SOCIAL,HEALTH",MEDICAL,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,FAMILY,HIGH,SCREEN,"ART,ASSOCIATED",YES,12,MONTHS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,QUESTIONNAIRE",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PRESENCE,PULL",CAMOUFLAGE,NO,NA,NOT_MENTIONED,,,
16ecw9s3di,1,norgallPersonalizedUseICT2013,Personalized Use of ICT–from Telemonitoring to Ambient Assisted Living.,"Norgall, T and Wichert, R",2013,,5,0.7,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16rxy0cm03x,1,lotfiAmbientAssistedLiving2017,An Ambient Assisted Living Technology Platform for Informal Carers of the Elderly - iCarer,"Lotfi, Ahmad and Langensiepen, Caroline and Moreno, Pedro A. and Gómez, Enrique J. and Chernbumroong, Saisakul",2017,,3,0.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17if16l62zv,1,nesbitt2007butterfly,Butterfly/Dragonfly - An Ambient Display of Stock Market Data,"Nesbitt, Keith V and Shen, Robert",2007,,8,0.6,Butterfly/Dragonfly,,,ADAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18frfhxugq9,1,powellReducingRiskNoiseinduced2017,Reducing Risk of Noise-Induced Hearing Loss in Collegiate Music Ensembles Using Ambient Technology,"Powell, J and Chesky, K",2017,,1,0.3,AIS (Histogram and Bubbles displays),"A monitor-based ambient information system showing real-time dosimeter noise data (SPL, LAeq distribution, dose) to music ensemble instructors to reduce noise-induced hearing loss risk.",YES,ADAIS,"USECASE,EVAL","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS","HEALTH,SAFETY",EDUCATION,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,YES,6,WEEKS,IN_SITU,USERS,PROTOTYPE,QUESTIONNAIRE,[NA],OBJECTIVE,NONE,PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
18jgrc836sj,1,kuoAuditorybasedRobustSpeech2014,Auditory-Based Robust Speech Recognition System for Ambient Assisted Living in Smart Home,"Kuo, Hsien-Shun and Sung, Po-Hsun and Lee, Sheng-Chieh and Kuan, Ta-Wen and Wang, Jhing-Fa",2014,,1,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18pqfey7p9j,1,allegreNonintrusiveMonitoringSystem2012,A Non-Intrusive Monitoring System for Ambient Assisted Living Service Delivery,"Allègre, Willy and Burger, Thomas and Berruet, Pascal and Antoine, Jean-Yves",2012,,9,1.1,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19a48kgg9ut,1,carraroOpenSourceRobotic2015,An Open Source Robotic Platform for Ambient Assisted Living.,"Carraro, M and Antonello, M and Tonin, L",2015,,11,2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19axc5qlr4vj,1,kallmannModelingObjectsInteraction2014,Modeling Objects for Interaction Tasks,"Kallmann, Marcelo and Thalmann, Daniel",2014,,221,34,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
1al4f4qfss1,1,jaschinskiAmbientAssistedLiving2014a,Ambient Assisted Living: Benefits and Barriers from a User-Centered Perspective,"Jaschinski, C and Allouch, SB",2014,,8,1.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bayrio1hti,1,bozanRevisitingTechnologyChallenges2019,Revisiting the Technology Challenges and Proposing Enhancements in Ambient Assisted Living for the Elderly,"Bozan, Karoly and Berger, Andrew",2019,,1,0.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e1j956q9pr,1,amatoBenchmarkDatasetHuman2016,A Benchmark Dataset for Human Activity Recognition and Ambient Assisted Living,"Amato, Giuseppe and Bacciu, Davide and Chessa, Stefano and Dragone, Mauro and Gallicchio, Claudio and Gennaro, Claudio and Lozano, Hector and Micheli, Alessio and O’Hare, Gregory M. P. and Renteria, Arantxa and Vairo, Claudio",2016,,10,2.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e4ly6z0e3j,1,liangGaussBits2013,GaussBits,"Liang, Rong-Hao and Cheng, Kai-Yin and Chan, Liwei and Peng, Chuan-Xhyuan and Chen, Mike Y. and Liang, Rung-Huei and Yang, De-Nian and Chen, Bing-Yu",2013,,43,5.7,GaussBits,,,,,,HEALTH,MEDICAL,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
1egke25mm35,1,beckerSoftwareArchitectureTrends2008,Software Architecture Trends and Promising Technology for Ambient Assisted Living Systems,"Becker, M",2008,,38,3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ewnla6m02g,1,visser2011just,Just Saying ‘Hi’ Means a Lot: Designing Subtle Interactions for Social Connectedness,"Visser, Thomas and Vastenburg, Martijn and Keyson, David",2011,,2,0.2,ScatteredConnected,"Wall-mounted picture frames representing different users that light up based on motion detected in each user's room, creating a network activity light pattern",YES,ADAIS,"PROTOTYPE,CONCEPT",INCREASE_AWARENESS,"SOCIAL,HEALTH","MEDICAL,HOME",,,,,,,,,EVENT,MAKE_AWARE,VISUAL,GROUP,MEDIUM,LED,FAMILIAR,YES,60,HOURS,IN_PRESENTATION,USERS,PROTOTYPE,INTERVIEW,[NA],[NA],NONE,"PUSH,PRESENCE",CAMOUFLAGE,YES,NONE,NOT_MENTIONED,,,
1fnh9bui264,1,reichMultimodalWearableAmbient2016,Multi-Modal Wearable Ambient Display: An Investigation of Continuous Glucose Monitoring,"Reich, Jordyn and Dunne, Lucy E.",2016,,2,0.4,Multi-Modal Wearable Ambient Display for CGM,"Wearable continuous glucose monitor that uses multi-modal alarms (auditory, tactile, visual) to display glucose status and trends",YES,"ADAIS,AS","ISSUES,EVAL","INCREASE_AWARENESS,NOTIFICATION",HEALTH,MEDICAL,,,,,,,,,EVENT,INTERRUPT,"VISUAL,AUDIO,HAPTIC",PERSONAL,MEDIUM,"SCREEN,SPEAKER,MOTOR",ARTIFICIAL,YES,5,HOURS,IN_SITU,USERS,FINAL,INTERVIEW,[NA],SUBJECTIVE,NONE,"PUSH,PRESENCE",,NO,NA,NOT_MENTIONED,,,
1fr4x6kj3hg,1,rghiouiInternetThingsMeasuring2016,Internet of Things for Measuring Human Activities in Ambient Assisted Living and E-Health,"Rghioui, Amine and Sendra, Sandra and Lloret, Jaime and Oumnad, Abedlmajid",2016,,34,7.6,,,,IOT,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fxzby9ci7kj,1,wisneskiDesignPersonalAmbient1999,The Design of Personal Ambient Displays,"Wisneski, Craig Alexander",1999,,30,1.4,Personal Ambient Displays,"Small, wireless wearable/pocket objects that display information privately via tactile sensations such as heat, vibration, and movement",YES,ADAIS,"PROTOTYPE,DEV,CONCEPT","INCREASE_AWARENESS,NOTIFICATION","SOCIAL,EVENTS,OTHER","WORKPLACE,HOME",,,,,,,,,CONTINUOUS,MAKE_AWARE,"HEAT,HAPTIC,POS",PERSONAL,MEDIUM,MOTOR,FAMILIAR,YES,6,HOURS,IN_LAB,USERS,PROTOTYPE,COMMENTS,[NA],[NA],PERIPHERAL_ATTENTION,"PRESENCE,PUSH","AUGMENTATION,PERIPHERAL_PLACEMENT",YES,"POWER,FABRICATION",NO,,,
1ge4el95spr,1,rodriguezCarAmbientDisplays2014,In-Car Ambient Displays for Safety Driving Gamification,"Rodríguez, Marcela D. and Roa, Rubén R. and Ibarra, Jorge E. and Curlango, Cecilia M.",2014,,13,2,m-HCAR,"A digitally augmented mirror-hanging car accessory that buzzes and morphs its appearance (bumps, cracks, dents) to give drivers peripheral feedback on traffic-rule compliance",YES,ADAIS,"PROTOTYPE,USECASE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",SAFETY,TRANSPORT,,,,,,,,,EVENT,MAKE_AWARE,"VISUAL,POS,HAPTIC",PERSONAL,MEDIUM,SCREEN,FAMILIAR,NO,,,,,,,,,NONE,"PUSH,PRESENCE",AUGMENTATION,YES,NONE,NOT_MENTIONED,,,
1hxzqhko0k6,1,wakitaMosaicTextileWearable2006,Mosaic Textile: Wearable Ambient Display with Non-emissive Color-changing Modules,"Wakita, Akira and Shibutani, Midori",2006,,58,4,Mosaic Textile,Wearable color-changing textile display made of liquid crystal ink fabric modules (Fabcells) attached to a substrate fabric,YES,ADAIS,"PROTOTYPE,DEV",INCREASE_AWARENESS,"HEALTH,SOCIAL","HOME,SOCIAL",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PERSONAL,MEDIUM,SCREEN,FAMILIAR,NO,,,,,,,,,NONE,PRESENCE,"AUGMENTATION,CAMOUFLAGE",YES,"SAFETY,FABRICATION,OTHER",NO,,,
1iapt23z8m2,1,bornerPervasiveInterventionsIncrease2013,"Pervasive Interventions to Increase Pro-environmental Awareness, Consciousness, and Learning at the Workplace","Börner, Dirk and Kalz, Marco and Ternier, Stefaan and Specht, Marcus",2013,,15,2,Untitled,,,,,INCREASE_AWARENESS,RESOURCES,WORKPLACE,,,,,,,,,,,"VISUAL,AUDIO",,,SCREEN,,YES,,,,,,QUESTIONNAIRE,,,,,,,,,,,
1iqlhxo0t24j,1,cardinauxVideoBasedTechnology2011,Video Based Technology for Ambient Assisted Living: A Review of the Literature,"Cardinaux, Fabien and Bhowmik, Deepayan and Abhayaratne, Charith and Hawley, Mark S.",2011,,142,14.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1it59t6bscn,1,manzeschkeRoleBigData2016,The Role of Big Data in Ambient Assisted Living,"Manzeschke, Arne and Assadi, Galia and Viehöver, Willy",2016,,4,0.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1j3740nwzlb,1,andreuAmbientAssistedlivingArchitecture2009,An Ambient Assisted-Living Architecture Based on Wireless Sensor Networks,"Andréu, Javier and Viúdez, Jaime and Holgado, Juan A.",2009,,13,1.1,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1jbyqejx0gs,1,demirSmartHomeAssistant2017,Smart Home Assistant for Ambient Assisted Living of Elderly People with Dementia,"Demir, E and Köseoğlu, E and Sokullu, R and Şeker, B",2017,,22,6.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1l6r79s7kb2,1,cowanEngagingPeripheryVisual2010,Engaging the Periphery for Visual Communication on Mobile Phones,"Cowan, Lisa and Griswold, William G. and Barkhuus, Louise and Hollan, James D.",2010,,13,1.2,Emotipix,A camera phone application that turns the phone's home screen wallpaper into a peripheral slideshow of shared photos for visual conversation among friends and family,YES,ADAIS,"PROTOTYPE,EVAL,USECASE",INCREASE_AWARENESS,HEALTH,HOME,,,,,,,,,USER,USER_POLL,VISUAL,"PARTNERSHIP,GROUP",HIGH,SCREEN,ARTIFICIAL,YES,16,WEEKS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,USAGE_STATISTIC",[NA],SUBJECTIVE,NONE,PRESENCE,"PERIPHERAL_PLACEMENT,AUGMENTATION",NO,NA,NOT_MENTIONED,,,
1n78l2jen8m,1,fujitaAmbientPartyRoom2013,Ambient Party Room: A Room-shaped System Enhancing Communication for Parties or Gatherings,"Fujita, Kazuyuki and Itoh, Yuichi and Takashima, Kazuki and Nakajima, Kosuke and Hayashi, Yusuke and Kishino, Fumio",2013,,1,0.1,Ambient Party Room,"A room-shaped environment with floor, wall displays and speakers that visualizes participants' conversational behaviors and profiles to stimulate conversation at parties",YES,ADAIS,PROTOTYPE,"AID_IN_ACTIVITY,BEHAVIOURAL_CHANGE",SOCIAL,SOCIAL,,,,,,,,,"EVENT,USER",MAKE_AWARE,"VISUAL,AUDIO,POS",GROUP,HIGH,SCREEN,ARTIFICIAL,NO,6,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,COMMENTS,OBSERVATION",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PUSH,PULL,PRESENCE",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
1n8jpi0fdcb,1,zhengPatternAnalysisVisualisation2012,A Pattern Analysis and Visualisation System for Sleep Monitoring in Ambient Assisted Living Environment,"Zheng, Huiru and Wang, Haiying and Nikamalfard, Hoda and Mulvenna, Maurice and McCullagh, Paul and Martin, Suzanne and Wallace, Jonathan G. and Jeffers, Paul",2012,,1,0.1,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
